review,votes_helpful,votes_unhelpful,date_day_of_week,date_month,date_year,recommend
"Great as a booster, as others have said. For solos, it'll boost your mids and your signal. As an overdrive, it's great, kind of a midsy, Marshally sound. It does suck out some of the low end, but you can fix that on your amp or board or whatever. It's a Boss, it's solid - and a great price. Remember, this is overdrive - not distortion. For distortion, look at other Boss pedals.",2,2,Saturday,May,2012,1
"Forget all the volume drop comments.  There isn't any and it does not color your tone one bit.  I have tried a couple miniature novelty pedals. They were more like a boost volume and tone pedal with tremolo thrown in.  I wanted something to dress up slow ballads, and of course ""Born On The Bayou"".  This pedal goes from nice subtle background effect to deep depth if you want it.  And no variance in your guitar tone or volume when you click it on. I play a lot of acoustic solo and this really is a nice addition to change up my sound here and there and not over do it.",1,1,Wednesday,March,2014,1
"Sure there are fancier Tremolo pedals out there, but I've always been a fan of the Boss TR-2. It's got a more mellow and vintage Fender Tremolo output, and suits my playing to a T. Pair this beauty up with an Electro-Harmonix Cathedral Reverb pedal, and get lost for days. Definitely worth the reasonable cost!",1,1,Monday,January,2014,1
This tremelo pedal works nicely and it's great when you're playing through an amp without tremelo. Problem solved! The price was also very good.,1,1,Monday,July,2013,1
"This is a great Tremolo pedal.It is very quiet and when used correctly, there is absolutely no signal drop or volume drop whatsoever.You can blend the Tremolo type from a smooth sinuous pulsing waveform to a sharper edged ""on/off"" type tremolo.Tremolo varies the volume of the sound. It does not vary the pitch.You have control over the ""depth"" or ""amount"" of effect, and you can control how fast the effect pulsates the sound.A very simple, popular effect that I wouldn't want to live without in some form or another.Pretty teal green color.As with all Boss products they are built like a tank and generally last forever if they are not abused or damaged.I have no idea how fast this pedal eats batteries because I use a power supply.There is no on/off clicking when depressed.There is no added hiss, hum or distortion.The battery compartment is easily accessed without having to unplug anything.Simply a great effect and quality product from Boss and tends to hold its resale value well.",0,0,Sunday,July,2012,1
"I've played this pedal for a while now and really dig it. I'm old school, Fender Blues Deluxe reissue and Strats and Teles, this pedal has a great, warm, organic feeling tremolo that I use a lot. You can barely bring it in for some warmth, or really crank the speed and depth for a great sort of rotary speaker effect.I'll use it with the rate set at tempo for a song and record clean guitar chords up on the middle of the neck. This effect will give you a nice almost Hammond B-3 type of organ sound.",1,1,Thursday,August,2013,1
"This is a superb tremolo pedal: [1] Its dials allow for enormous control of the effect. [2] It's very sturdy--an often-noted feature of BOSS pedals. Further, [3] it's utterly easy to use, [4] allows for both 9v battery and power supply/adapter operation, and, most important of all, [5] it delivers beautiful tremolo. (Note: It comes with a 9v battery installed, but it does NOT come with a power source/adapter.) If the price is more than you're willing to pay, consider the DANELECTRO COOL CAT TREMOLO. This also delivers good tremolo, but it does not allow for as much sound-manipulation as the BOSS product; it's still quite good, but the BOSS takes the prize. I paid about $75 for mine and have zero regrets.",4,4,Friday,February,2011,1
"Wanted a way to plug in my BOSS ME70 to save on batteries. Didn't want to drop the money on a BOSS PSA, so I got this one instead which does the same job, just for less money.",0,0,Wednesday,September,2011,1
"Bought it for using Danelectro mini amp, so I don't need to worry about the battery.  It works perfectly as an adaptor should be, & you won't have any surprise by its performance. :)  two stars out because of comparing the price with the mini amp (less than $20), the adaptor is pricy ($8.50), but it still saves me $$ for the long runs.",0,0,Tuesday,January,2012,0
"I got this to power my Danelectro Honeytone amp since it eats batteries like candy.  It's a power adaptor, so it isn't too exciting, but it works fine.",0,0,Monday,July,2013,1
I use this mostly with my Honeytone mini amplifier and Reel Echo tape echo simulator. Works very well with no problems. A lot of Danoelectro pedals may eat up batteries and this is a great alternative when you have access to Ac voltage outlets.,12,12,Tuesday,October,2007,1
